
Sales Person,Geography,Product,Date,Amount,Boxes,
Karlen McCaffrey,Australia,Organic Choco Syrup,03/11/2021,"$1,596 ",73,
Beverie Moffet,New Zealand,Smooth Sliky Salty,03/11/2021,"$1,267 ",159,
Jehu Rudeforth,Australia,Drinking Coco,03/11/2021,"$5,824 ",224,
Roddy Speechley,Australia,Orange Choco,03/11/2021,"$6,237 ",312,
Andria Kimpton,Australia,Spicy Special Slims,03/11/2021,"$9,688 ",1050,
Oby Sorrel,UK,Peanut Butter Cubes,03/11/2021,"$10,857 ",604,
Dotty Strutley,Canada,Mint Chip Choco,03/11/2021,"$14,868 ",1050,
Van Tuxwell,India,White Choc,03/11/2021,$917 ,77,
Jan Morforth,Australia,Smooth Sliky Salty,03/11/2021,"$11,543 ",1680,
Husein Augar,USA,After Nines,03/11/2021,"$4,193 ",233,
Jan Morforth,USA,70% Dark Bites,03/11/2021,"$7,784 ",980,
Oby Sorrel,Canada,Baker's Choco Chips,03/11/2021,"$10,346 ",450,
Gigi Bohling,USA,Eclairs,03/11/2021,"$2,352 ",336,
Dotty Strutley,Canada,50% Dark Bites,03/11/2021,$259 ,10,
Andria Kimpton,Australia,Manuka Honey Choco,03/11/2021,"$3,262 ",156,
Kaine Padly,USA,Drinking Coco,03/11/2021,"$4,963 ",184,
Kelci Walkden,India,Raspberry Choco,03/11/2021,"$4,326 ",206,
Beverie Moffet,USA,Fruit & Nut Bars,03/11/2021,"$7,504 ",501,
Husein Augar,USA,Raspberry Choco,03/11/2021,"$14,329 ",700,
Curtice Advani,Canada,Orange Choco,03/11/2021,"$5,593 ",295,
Jan Morforth,Canada,Eclairs,03/11/2021,"$2,114 ",302,
Rafaelita Blaksland,USA,Eclairs,03/11/2021,"$8,435 ",1050,
Dennison Crosswaite,New Zealand,Fruit & Nut Bars,03/11/2021,"$5,817 ",416,
Brien Boise,UK,85% Dark Bars,03/11/2021,"$7,028 ",352,
Van Tuxwell,New Zealand,Manuka Honey Choco,03/11/2021,"$2,765 ",132,
Beverie Moffet,Canada,Mint Chip Choco,03/11/2021,"$1,365 ",98,
Van Tuxwell,India,Drinking Coco,03/11/2021,"$15,050 ",602,
Oby Sorrel,Canada,85% Dark Bars,03/11/2021,"$6,237 ",312,
Roddy Speechley,Canada,Baker's Choco Chips,03/11/2021,"$1,708 ",72,
Dotty Strutley,Australia,Raspberry Choco,03/11/2021,"$1,575 ",72,
Roddy Speechley,Canada,99% Dark & Pure,03/11/2021,"$16,513 ",770,
Andria Kimpton,UK,Drinking Coco,03/11/2021,"$12,033 ",463,
Curtice Advani,Canada,50% Dark Bites,03/11/2021,"$1,365 ",51,
Beverie Moffet,Australia,Eclairs,03/11/2021,"$6,433 ",910,
Gunar Cockshoot,New Zealand,Caramel Stuffed Bars,03/11/2021,"$7,560 ",445,
Camilla Castle,Australia,Peanut Butter Cubes,03/11/2021,"$9,058 ",504,
Camilla Castle,India,Almond Choco,04/11/2021,"$2,471 ",155,
Rafaelita Blaksland,Canada,85% Dark Bars,04/11/2021,"$4,830 ",242,
Oby Sorrel,Australia,Spicy Special Slims,04/11/2021,"$6,153 ",684,
Rafaelita Blaksland,Canada,Fruit & Nut Bars,04/11/2021,"$2,100 ",132,
Husein Augar,Canada,Milk Bars,04/11/2021,"$4,095 ",273,
Wilone O'Kielt,Australia,Raspberry Choco,04/11/2021,"$1,029 ",49,
Oby Sorrel,India,Manuka Honey Choco,04/11/2021,"$5,964 ",272,
Marney O'Breen,Canada,Smooth Sliky Salty,04/11/2021,"$6,076 ",980,
Karlen McCaffrey,USA,Orange Choco,04/11/2021,"$10,423 ",522,
Dennison Crosswaite,India,Mint Chip Choco,04/11/2021,$658 ,51,
Husein Augar,New Zealand,Organic Choco Syrup,04/11/2021,"$1,288 ",59,
Van Tuxwell,USA,Milk Bars,04/11/2021,"$4,879 ",326,
Jehu Rudeforth,Australia,Milk Bars,04/11/2021,"$2,030 ",127,
Barr Faughny,Australia,85% Dark Bars,04/11/2021,$756 ,40,
Curtice Advani,New Zealand,85% Dark Bars,04/11/2021,"$4,207 ",234,
Gunar Cockshoot,New Zealand,Fruit & Nut Bars,04/11/2021,"$10,528 ",770,
Barr Faughny,UK,Spicy Special Slims,04/11/2021,"$5,593 ",700,
Roddy Speechley,New Zealand,Spicy Special Slims,04/11/2021,"$3,794 ",380,
Andria Kimpton,India,Mint Chip Choco,04/11/2021,"$4,277 ",306,
Gigi Bohling,UK,Orange Choco,04/11/2021,"$5,075 ",282,
Beverie Moffet,USA,Drinking Coco,04/11/2021,"$1,841 ",69,
Roddy Speechley,Canada,Organic Choco Syrup,04/11/2021,"$3,549 ",148,
Rafaelita Blaksland,UK,Orange Choco,04/11/2021,"$5,383 ",284,
Karlen McCaffrey,Australia,50% Dark Bites,04/11/2021,"$10,472 ",419,
Rafaelita Blaksland,New Zealand,Milk Bars,04/11/2021,"$2,464 ",145,
Mallorie Waber,Canada,70% Dark Bites,04/11/2021,"$4,151 ",593,
Beverie Moffet,India,99% Dark & Pure,04/11/2021,"$1,064 ",45,
Andria Kimpton,USA,Baker's Choco Chips,04/11/2021,"$1,764 ",77,
Ches Bonnell,Australia,Baker's Choco Chips,04/11/2021,"$8,134 ",339,
Van Tuxwell,Canada,50% Dark Bites,04/11/2021,"$9,625 ",371,
Gigi Bohling,Australia,Choco Coated Almonds,04/11/2021,"$9,639 ",770,
Kaine Padly,India,Choco Coated Almonds,04/11/2021,"$1,932 ",194,
Gigi Bohling,Australia,White Choc,04/11/2021,"$10,003 ",770,
Brien Boise,India,99% Dark & Pure,04/11/2021,"$9,919 ",432,
Marney O'Breen,India,50% Dark Bites,04/11/2021,"$4,851 ",180,
Mallorie Waber,Australia,Manuka Honey Choco,04/11/2021,"$1,610 ",77,
Mallorie Waber,USA,Almond Choco,04/11/2021,"$3,689 ",264,
Gunar Cockshoot,USA,Choco Coated Almonds,04/11/2021,"$2,555 ",256,
Marney O'Breen,Australia,Spicy Special Slims,04/11/2021,"$2,485 ",249,
Husein Augar,India,99% Dark & Pure,05/11/2021,"$2,933 ",123,
Van Tuxwell,India,Fruit & Nut Bars,05/11/2021,"$7,378 ",527,
Ches Bonnell,USA,Baker's Choco Chips,05/11/2021,"$9,744 ",406,
Husein Augar,New Zealand,After Nines,05/11/2021,"$7,588 ",447,
Andria Kimpton,Canada,After Nines,05/11/2021,"$14,672 ",840,
Barr Faughny,Canada,Milk Bars,05/11/2021,"$3,724 ",220,
Wilone O'Kielt,UK,Manuka Honey Choco,05/11/2021,"$1,421 ",68,
Roddy Speechley,UK,70% Dark Bites,05/11/2021,"$11,648 ",1470,
Husein Augar,New Zealand,Fruit & Nut Bars,05/11/2021,"$6,216 ",444,
Wilone O'Kielt,USA,Choco Coated Almonds,05/11/2021,"$3,290 ",300,
Van Tuxwell,Australia,After Nines,05/11/2021,"$1,778 ",99,
Kaine Padly,India,Almond Choco,05/11/2021,"$13,587 ",980,
Jehu Rudeforth,New Zealand,85% Dark Bars,05/11/2021,"$1,029 ",58,
Roddy Speechley,India,Smooth Sliky Salty,05/11/2021,"$9,261 ",1330,
Karlen McCaffrey,UK,Peanut Butter Cubes,05/11/2021,"$13,776 ",700,
Husein Augar,USA,White Choc,05/11/2021,"$16,555 ",1260,
Dotty Strutley,Canada,Peanut Butter Cubes,05/11/2021,"$4,536 ",252,
Kaine Padly,UK,Baker's Choco Chips,05/11/2021,"$8,162 ",341,
Husein Augar,UK,Choco Coated Almonds,05/11/2021,$350 ,32,
Oby Sorrel,Australia,70% Dark Bites,05/11/2021,"$5,110 ",700,
Brien Boise,New Zealand,Raspberry Choco,05/11/2021,"$4,326 ",217,
Roddy Speechley,India,Baker's Choco Chips,05/11/2021,$595 ,26,
Karlen McCaffrey,UK,Almond Choco,05/11/2021,"$5,551 ",347,
Camilla Castle,India,Organic Choco Syrup,05/11/2021,"$13,188 ",550,
Ches Bonnell,UK,Organic Choco Syrup,05/11/2021,"$1,099 ",50,
Roddy Speechley,Australia,Eclairs,05/11/2021,"$13,839 ",2310,
Rafaelita Blaksland,USA,70% Dark Bites,05/11/2021,"$14,868 ",2100,
Dennison Crosswaite,Australia,Caramel Stuffed Bars,05/11/2021,"$2,814 ",166,
Beverie Moffet,Canada,Baker's Choco Chips,05/11/2021,"$5,691 ",238,
Rafaelita Blaksland,UK,Baker's Choco Chips,05/11/2021,"$2,331 ",98,
Karlen McCaffrey,USA,Manuka Honey Choco,05/11/2021,$532 ,25,
Kaine Padly,Canada,Peanut Butter Cubes,05/11/2021,"$13,846 ",840,
Wilone O'Kielt,Canada,Raspberry Choco,05/11/2021,"$7,854 ",374,
Dennison Crosswaite,New Zealand,Smooth Sliky Salty,05/11/2021,"$2,037 ",291,
Rafaelita Blaksland,India,70% Dark Bites,05/11/2021,"$5,425 ",679,
Jan Morforth,USA,Baker's Choco Chips,05/11/2021,"$1,232 ",56,
Dennison Crosswaite,USA,Caramel Stuffed Bars,05/11/2021,"$5,320 ",313,
Oby Sorrel,Canada,Raspberry Choco,05/11/2021,$0 ,0,
Rafaelita Blaksland,India,Organic Choco Syrup,05/11/2021,"$4,767 ",208,
Wilone O'Kielt,India,50% Dark Bites,05/11/2021,"$7,049 ",262,
Brien Boise,India,85% Dark Bars,05/11/2021,$168 ,9,
Kaine Padly,Canada,Choco Coated Almonds,05/11/2021,"$3,542 ",355,
Oby Sorrel,Canada,Drinking Coco,05/11/2021,"$8,407 ",324,
Andria Kimpton,Australia,Eclairs,05/11/2021,"$4,655 ",770,
Gigi Bohling,UK,85% Dark Bars,05/11/2021,"$3,990 ",222,
Marney O'Breen,Australia,Organic Choco Syrup,05/11/2021,"$4,900 ",214,
Van Tuxwell,Canada,70% Dark Bites,05/11/2021,"$5,362 ",770,
Andria Kimpton,Canada,Almond Choco,05/11/2021,"$8,057 ",576,
Madelene Upcott,UK,Spicy Special Slims,05/11/2021,"$4,585 ",574,
Madelene Upcott,USA,70% Dark Bites,05/11/2021,"$5,082 ",700,
Kaine Padly,New Zealand,Peanut Butter Cubes,05/11/2021,"$5,747 ",303,
Jehu Rudeforth,India,Eclairs,05/11/2021,"$5,467 ",910,
Oby Sorrel,Canada,White Choc,05/11/2021,"$1,722 ",157,
Brien Boise,USA,Milk Bars,05/11/2021,"$5,733 ",338,
Wilone O'Kielt,Australia,Eclairs,05/11/2021,"$5,208 ",770,
Madelene Upcott,USA,White Choc,05/11/2021,"$1,302 ",109,
Andria Kimpton,Canada,Mint Chip Choco,05/11/2021,$322 ,27,
Jan Morforth,USA,Caramel Stuffed Bars,05/11/2021,"$2,100 ",140,
Gigi Bohling,Canada,85% Dark Bars,05/11/2021,"$11,907 ",596,
Dotty Strutley,Australia,70% Dark Bites,05/11/2021,"$10,171 ",1120,
Mallorie Waber,USA,Drinking Coco,05/11/2021,"$11,662 ",467,
Jan Morforth,USA,Choco Coated Almonds,08/11/2021,"$5,698 ",518,
Kaine Padly,India,White Choc,08/11/2021,"$1,876 ",157,
Roddy Speechley,Canada,Peanut Butter Cubes,08/11/2021,"$14,287 ",770,
Barr Faughny,New Zealand,Spicy Special Slims,08/11/2021,"$10,255 ",1260,
Karlen McCaffrey,UK,Organic Choco Syrup,08/11/2021,"$2,191 ",96,
Husein Augar,India,Drinking Coco,08/11/2021,"$6,629 ",266,
Madelene Upcott,India,50% Dark Bites,08/11/2021,"$9,800 ",363,
Karlen McCaffrey,New Zealand,Eclairs,08/11/2021,"$6,132 ",1050,
Van Tuxwell,Canada,Baker's Choco Chips,08/11/2021,"$5,999 ",273,
Ches Bonnell,UK,70% Dark Bites,08/11/2021,"$1,281 ",143,
Dennison Crosswaite,Canada,Fruit & Nut Bars,08/11/2021,"$5,201 ",326,
Mallorie Waber,UK,Orange Choco,08/11/2021,"$9,331 ",519,
Van Tuxwell,Canada,Choco Coated Almonds,08/11/2021,"$1,442 ",132,
Beverie Moffet,India,Choco Coated Almonds,08/11/2021,$987 ,99,
Roddy Speechley,India,Caramel Stuffed Bars,08/11/2021,"$3,213 ",189,
Ches Bonnell,Canada,Drinking Coco,08/11/2021,"$12,376 ",459,
Kaine Padly,USA,Spicy Special Slims,08/11/2021,"$5,789 ",579,
Kelci Walkden,USA,Fruit & Nut Bars,08/11/2021,$630 ,45,
Kelci Walkden,Canada,After Nines,08/11/2021,$413 ,25,
Kelci Walkden,UK,Milk Bars,08/11/2021,"$7,357 ",433,
Curtice Advani,Australia,Caramel Stuffed Bars,09/11/2021,"$8,281 ",488,
Oby Sorrel,UK,Eclairs,09/11/2021,"$5,348 ",669,
Jan Morforth,USA,99% Dark & Pure,09/11/2021,"$7,504 ",327,
Mallorie Waber,India,Caramel Stuffed Bars,09/11/2021,"$4,060 ",254,
Karlen McCaffrey,New Zealand,85% Dark Bars,09/11/2021,$756 ,38,
Dennison Crosswaite,UK,Manuka Honey Choco,09/11/2021,"$1,603 ",70,
Jehu Rudeforth,New Zealand,Peanut Butter Cubes,09/11/2021,"$2,786 ",155,
Karlen McCaffrey,Australia,Orange Choco,09/11/2021,"$3,304 ",166,
Beverie Moffet,USA,Milk Bars,09/11/2021,"$5,348 ",335,
Kelci Walkden,New Zealand,Drinking Coco,09/11/2021,"$1,344 ",54,
Kaine Padly,Australia,85% Dark Bars,09/11/2021,"$4,571 ",241,
Wilone O'Kielt,Australia,Baker's Choco Chips,09/11/2021,"$4,641 ",202,
Jehu Rudeforth,New Zealand,Fruit & Nut Bars,09/11/2021,"$1,638 ",117,
Mallorie Waber,India,Raspberry Choco,09/11/2021,"$8,442 ",384,
Karlen McCaffrey,India,After Nines,09/11/2021,"$1,512 ",89,
Jehu Rudeforth,Canada,99% Dark & Pure,09/11/2021,"$1,218 ",51,
Marney O'Breen,Australia,Raspberry Choco,09/11/2021,"$7,700 ",367,
Mallorie Waber,USA,Manuka Honey Choco,09/11/2021,"$8,414 ",366,
Van Tuxwell,USA,White Choc,09/11/2021,"$1,771 ",148,
Jan Morforth,New Zealand,Smooth Sliky Salty,09/11/2021,"$12,551 ",2100,
Camilla Castle,New Zealand,Organic Choco Syrup,09/11/2021,$609 ,27,
Jehu Rudeforth,New Zealand,Organic Choco Syrup,09/11/2021,"$4,865 ",203,
Madelene Upcott,Canada,Eclairs,09/11/2021,"$1,939 ",277,
Wilone O'Kielt,UK,Spicy Special Slims,09/11/2021,"$4,865 ",609,
Camilla Castle,Australia,70% Dark Bites,09/11/2021,"$5,656 ",840,
Gunar Cockshoot,Canada,99% Dark & Pure,09/11/2021,"$3,479 ",145,
Camilla Castle,USA,Baker's Choco Chips,09/11/2021,$21 ,1,
Karlen McCaffrey,UK,Milk Bars,10/11/2021,"$7,119 ",475,
Madelene Upcott,UK,Manuka Honey Choco,10/11/2021,"$2,422 ",111,
Barr Faughny,Canada,Raspberry Choco,10/11/2021,"$4,354 ",198,
Karlen McCaffrey,New Zealand,White Choc,10/11/2021,"$10,080 ",910,
Ches Bonnell,Australia,Smooth Sliky Salty,10/11/2021,"$6,517 ",840,
Beverie Moffet,India,Organic Choco Syrup,10/11/2021,"$6,475 ",270,
Gigi Bohling,USA,Peanut Butter Cubes,10/11/2021,"$5,789 ",305,
Oby Sorrel,India,Organic Choco Syrup,10/11/2021,"$8,764 ",366,
Ches Bonnell,New Zealand,85% Dark Bars,10/11/2021,"$6,181 ",344,
Marney O'Breen,UK,Choco Coated Almonds,10/11/2021,"$4,480 ",448,
Gigi Bohling,New Zealand,Baker's Choco Chips,10/11/2021,"$3,528 ",147,
Curtice Advani,India,Baker's Choco Chips,10/11/2021,"$5,418 ",226,
Beverie Moffet,UK,85% Dark Bars,10/11/2021,"$5,327 ",296,
Jehu Rudeforth,USA,Manuka Honey Choco,10/11/2021,"$3,675 ",160,
Karlen McCaffrey,UK,Baker's Choco Chips,10/11/2021,"$6,307 ",263,
Marney O'Breen,Canada,Spicy Special Slims,10/11/2021,"$7,343 ",910,
Rafaelita Blaksland,Canada,White Choc,10/11/2021,"$4,214 ",352,
Jehu Rudeforth,USA,After Nines,10/11/2021,"$3,073 ",181,
Dennison Crosswaite,Australia,70% Dark Bites,10/11/2021,"$5,810 ",840,
Jan Morforth,USA,Raspberry Choco,10/11/2021,"$1,078 ",49,
Beverie Moffet,Australia,70% Dark Bites,10/11/2021,"$5,019 ",558,
Ches Bonnell,Australia,Almond Choco,10/11/2021,"$2,800 ",175,
Mallorie Waber,Australia,Raspberry Choco,10/11/2021,"$10,633 ",484,
Gunar Cockshoot,UK,Milk Bars,10/11/2021,"$1,666 ",105,
Jan Morforth,New Zealand,Raspberry Choco,10/11/2021,"$5,131 ",257,
Husein Augar,UK,70% Dark Bites,10/11/2021,"$2,527 ",361,
Curtice Advani,Canada,Spicy Special Slims,10/11/2021,"$1,491 ",166,
Andria Kimpton,Australia,After Nines,10/11/2021,"$2,422 ",143,
Rafaelita Blaksland,Australia,99% Dark & Pure,10/11/2021,"$12,838 ",535,
Jehu Rudeforth,USA,85% Dark Bars,10/11/2021,"$18,249 ",980,
Marney O'Breen,New Zealand,Spicy Special Slims,10/11/2021,"$1,624 ",203,
Gunar Cockshoot,India,Orange Choco,11/11/2021,$175 ,10,
Andria Kimpton,India,Drinking Coco,11/11/2021,"$4,837 ",180,
Madelene Upcott,Canada,Drinking Coco,11/11/2021,$315 ,13,
Rafaelita Blaksland,Australia,Peanut Butter Cubes,11/11/2021,"$1,218 ",72,
Dotty Strutley,India,70% Dark Bites,11/11/2021,$28 ,4,
Madelene Upcott,Canada,Baker's Choco Chips,11/11/2021,"$3,353 ",153,
Barr Faughny,India,70% Dark Bites,11/11/2021,"$3,101 ",443,
Gunar Cockshoot,Canada,Spicy Special Slims,11/11/2021,"$2,639 ",294,
Jehu Rudeforth,New Zealand,Choco Coated Almonds,11/11/2021,$791 ,72,
Husein Augar,Australia,Almond Choco,11/11/2021,"$4,746 ",339,
Dennison Crosswaite,USA,85% Dark Bars,11/11/2021,"$4,389 ",231,
Camilla Castle,Australia,Manuka Honey Choco,11/11/2021,"$2,975 ",130,
Van Tuxwell,India,85% Dark Bars,11/11/2021,"$7,686 ",427,
Oby Sorrel,New Zealand,Caramel Stuffed Bars,11/11/2021,"$10,626 ",626,
Roddy Speechley,USA,Caramel Stuffed Bars,11/11/2021,"$6,419 ",378,
Beverie Moffet,New Zealand,Mint Chip Choco,11/11/2021,"$8,029 ",618,
Curtice Advani,Canada,White Choc,11/11/2021,"$14,357 ",1190,
Husein Augar,Australia,Manuka Honey Choco,11/11/2021,"$6,517 ",297,
Roddy Speechley,UK,After Nines,11/11/2021,"$19,453 ",1120,
Van Tuxwell,Australia,99% Dark & Pure,11/11/2021,"$8,652 ",377,
Andria Kimpton,USA,Almond Choco,11/11/2021,"$2,562 ",161,
Roddy Speechley,UK,Choco Coated Almonds,11/11/2021,"$10,353 ",840,
Van Tuxwell,Canada,Orange Choco,11/11/2021,"$4,480 ",249,
Oby Sorrel,USA,White Choc,11/11/2021,$959 ,74,
Roddy Speechley,USA,85% Dark Bars,11/11/2021,"$4,648 ",245,
Marney O'Breen,UK,Organic Choco Syrup,11/11/2021,"$11,788 ",492,
Van Tuxwell,Australia,50% Dark Bites,11/11/2021,"$2,142 ",80,
Kaine Padly,Australia,Mint Chip Choco,11/11/2021,$294 ,25,
Camilla Castle,USA,Milk Bars,11/11/2021,"$1,449 ",86,
Gunar Cockshoot,UK,Organic Choco Syrup,11/11/2021,"$4,039 ",176,
Gigi Bohling,New Zealand,85% Dark Bars,11/11/2021,"$1,918 ",101,
Marney O'Breen,Australia,99% Dark & Pure,11/11/2021,$280 ,12,
Barr Faughny,Australia,Caramel Stuffed Bars,11/11/2021,"$1,162 ",78,
Camilla Castle,USA,After Nines,11/11/2021,$266 ,16,
Karlen McCaffrey,New Zealand,Caramel Stuffed Bars,11/11/2021,$679 ,46,
Dotty Strutley,India,Caramel Stuffed Bars,11/11/2021,"$9,373 ",552,
Husein Augar,New Zealand,Choco Coated Almonds,11/11/2021,"$5,880 ",588,
Van Tuxwell,UK,After Nines,11/11/2021,"$5,173 ",324,
Kelci Walkden,USA,After Nines,11/11/2021,$973 ,58,
Ches Bonnell,UK,Spicy Special Slims,11/11/2021,"$16,303 ",1820,
Jehu Rudeforth,India,After Nines,11/11/2021,"$12,999 ",840,
Roddy Speechley,UK,Baker's Choco Chips,12/11/2021,"$6,293 ",274,
Gigi Bohling,New Zealand,After Nines,12/11/2021,"$3,479 ",194,
Husein Augar,UK,Manuka Honey Choco,12/11/2021,"$2,625 ",120,
Rafaelita Blaksland,Australia,Mint Chip Choco,12/11/2021,"$4,060 ",313,
Barr Faughny,UK,Manuka Honey Choco,12/11/2021,"$5,495 ",239,
Jan Morforth,India,Choco Coated Almonds,12/11/2021,"$3,605 ",301,
Ches Bonnell,Canada,50% Dark Bites,12/11/2021,$532 ,21,
Roddy Speechley,New Zealand,85% Dark Bars,12/11/2021,"$10,206 ",511,
Dennison Crosswaite,India,Choco Coated Almonds,12/11/2021,"$7,462 ",622,
Kelci Walkden,USA,Almond Choco,12/11/2021,"$2,247 ",150,
Curtice Advani,UK,99% Dark & Pure,12/11/2021,"$7,021 ",293,
Andria Kimpton,Australia,85% Dark Bars,12/11/2021,"$11,977 ",631,
Kaine Padly,UK,99% Dark & Pure,12/11/2021,$952 ,42,
Camilla Castle,India,Eclairs,15/11/2021,"$9,240 ",1540,
Curtice Advani,USA,Peanut Butter Cubes,15/11/2021,"$6,972 ",388,
Madelene Upcott,Canada,85% Dark Bars,15/11/2021,"$4,648 ",233,
Gunar Cockshoot,USA,Raspberry Choco,15/11/2021,"$4,704 ",224,
Beverie Moffet,New Zealand,70% Dark Bites,15/11/2021,"$3,563 ",396,
Kelci Walkden,India,Baker's Choco Chips,15/11/2021,"$5,516 ",240,
Beverie Moffet,India,Caramel Stuffed Bars,15/11/2021,"$4,599 ",307,
Madelene Upcott,USA,Choco Coated Almonds,15/11/2021,"$3,780 ",344,
Roddy Speechley,USA,Baker's Choco Chips,15/11/2021,"$5,880 ",256,
Gigi Bohling,USA,99% Dark & Pure,15/11/2021,"$6,692 ",291,
Jan Morforth,India,Baker's Choco Chips,15/11/2021,"$5,047 ",230,
Marney O'Breen,USA,Baker's Choco Chips,15/11/2021,"$7,441 ",339,
Andria Kimpton,New Zealand,Organic Choco Syrup,15/11/2021,"$1,428 ",60,
Jehu Rudeforth,Canada,50% Dark Bites,15/11/2021,"$9,765 ",376,
Curtice Advani,UK,Spicy Special Slims,15/11/2021,"$4,767 ",477,
Jan Morforth,UK,After Nines,15/11/2021,"$1,085 ",64,
Husein Augar,USA,Choco Coated Almonds,15/11/2021,"$9,688 ",910,
Beverie Moffet,New Zealand,Milk Bars,15/11/2021,"$1,211 ",72,
Roddy Speechley,Australia,After Nines,15/11/2021,"$5,208 ",290,
Beverie Moffet,USA,Eclairs,15/11/2021,"$1,715 ",245,
Oby Sorrel,UK,After Nines,15/11/2021,"$8,435 ",528,
Marney O'Breen,Canada,85% Dark Bars,15/11/2021,"$3,549 ",178,
Marney O'Breen,India,85% Dark Bars,15/11/2021,"$7,980 ",444,
Rafaelita Blaksland,Canada,Manuka Honey Choco,15/11/2021,"$5,278 ",230,
Brien Boise,UK,70% Dark Bites,15/11/2021,"$12,950 ",1610,
Wilone O'Kielt,India,Orange Choco,15/11/2021,"$3,612 ",201,
Madelene Upcott,USA,Manuka Honey Choco,15/11/2021,"$7,511 ",342,
Kaine Padly,UK,Smooth Sliky Salty,15/11/2021,$889 ,112,
Jan Morforth,India,Almond Choco,15/11/2021,"$9,366 ",586,
Marney O'Breen,Canada,Manuka Honey Choco,15/11/2021,"$12,159 ",579,
Andria Kimpton,USA,Choco Coated Almonds,15/11/2021,"$1,302 ",109,
Kelci Walkden,New Zealand,Raspberry Choco,15/11/2021,"$2,254 ",108,
Oby Sorrel,New Zealand,Orange Choco,15/11/2021,"$1,540 ",86,
Ches Bonnell,UK,Raspberry Choco,15/11/2021,"$7,868 ",375,
Oby Sorrel,UK,White Choc,15/11/2021,"$3,689 ",308,
Madelene Upcott,India,99% Dark & Pure,15/11/2021,"$8,540 ",372,
Barr Faughny,New Zealand,Choco Coated Almonds,15/11/2021,"$1,589 ",133,
Kelci Walkden,Canada,Fruit & Nut Bars,15/11/2021,"$6,468 ",432,
Gunar Cockshoot,USA,Drinking Coco,15/11/2021,"$9,562 ",383,
Gigi Bohling,New Zealand,50% Dark Bites,15/11/2021,"$11,704 ",434,
Barr Faughny,India,Fruit & Nut Bars,15/11/2021,"$11,347 ",840,
Jan Morforth,India,85% Dark Bars,15/11/2021,"$9,184 ",484,
Curtice Advani,USA,50% Dark Bites,15/11/2021,"$8,435 ",313,
Kelci Walkden,UK,Fruit & Nut Bars,15/11/2021,"$6,993 ",500,
Madelene Upcott,UK,Fruit & Nut Bars,15/11/2021,$952 ,64,
Gigi Bohling,Australia,99% Dark & Pure,15/11/2021,"$7,343 ",334,
Van Tuxwell,USA,Mint Chip Choco,15/11/2021,"$13,013 ",980,
Jan Morforth,Australia,Raspberry Choco,15/11/2021,"$4,340 ",207,
Camilla Castle,USA,Caramel Stuffed Bars,15/11/2021,"$5,565 ",371,
Brien Boise,India,Mint Chip Choco,15/11/2021,$882 ,74,
Wilone O'Kielt,USA,70% Dark Bites,15/11/2021,$700 ,78,
Camilla Castle,USA,Choco Coated Almonds,15/11/2021,"$6,433 ",644,
Camilla Castle,UK,Caramel Stuffed Bars,15/11/2021,"$2,856 ",191,
Madelene Upcott,USA,Spicy Special Slims,15/11/2021,$301 ,38,
Jehu Rudeforth,India,Drinking Coco,15/11/2021,"$8,372 ",335,
Barr Faughny,USA,Fruit & Nut Bars,15/11/2021,"$5,229 ",349,
Marney O'Breen,Canada,Baker's Choco Chips,15/11/2021,"$12,257 ",558,
Rafaelita Blaksland,Australia,Eclairs,15/11/2021,"$1,932 ",322,
Kelci Walkden,Australia,99% Dark & Pure,15/11/2021,"$1,561 ",68,
Rafaelita Blaksland,Australia,Choco Coated Almonds,15/11/2021,"$2,884 ",241,
Gunar Cockshoot,India,Eclairs,15/11/2021,"$11,494 ",1890,
Oby Sorrel,New Zealand,Baker's Choco Chips,15/11/2021,"$8,400 ",350,
Wilone O'Kielt,India,White Choc,15/11/2021,"$9,737 ",770,
Van Tuxwell,UK,Caramel Stuffed Bars,15/11/2021,"$2,184 ",146,
Madelene Upcott,Canada,Raspberry Choco,15/11/2021,"$13,195 ",600,
Curtice Advani,Australia,Peanut Butter Cubes,15/11/2021,"$1,778 ",99,
Karlen McCaffrey,Canada,Choco Coated Almonds,15/11/2021,"$2,044 ",205,
Oby Sorrel,India,Fruit & Nut Bars,15/11/2021,"$2,835 ",203,
Kaine Padly,Canada,Manuka Honey Choco,15/11/2021,$154 ,7,
Dotty Strutley,Canada,Almond Choco,15/11/2021,"$3,346 ",210,
Madelene Upcott,Canada,50% Dark Bites,15/11/2021,"$6,188 ",248,
Dotty Strutley,New Zealand,85% Dark Bars,15/11/2021,"$6,209 ",311,
Rafaelita Blaksland,UK,White Choc,15/11/2021,"$17,255 ",1470,
Dennison Crosswaite,USA,Manuka Honey Choco,15/11/2021,"$4,676 ",204,
Gunar Cockshoot,USA,Smooth Sliky Salty,15/11/2021,"$1,211 ",152,
Rafaelita Blaksland,USA,50% Dark Bites,15/11/2021,"$7,749 ",310,
Gunar Cockshoot,UK,Caramel Stuffed Bars,15/11/2021,"$7,168 ",448,
Ches Bonnell,India,Orange Choco,15/11/2021,"$14,700 ",770,
Van Tuxwell,Canada,Manuka Honey Choco,16/11/2021,"$6,951 ",331,
Beverie Moffet,India,Drinking Coco,16/11/2021,"$4,718 ",182,
Mallorie Waber,India,After Nines,16/11/2021,$203 ,13,
Jehu Rudeforth,New Zealand,Manuka Honey Choco,16/11/2021,"$7,798 ",355,
